Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
Fair Trade Cab,fairtradecab.io,https://twitter.com/fairtradecab,,contact@fairtradecab.io,Priya Roberts,https://twitter.com/priya_fairtech,
FairCoinTeam,fair-coin.org,https://twitter.com/faircointeam,https://fair-coin.org/en/node/10,support@fair-coin.org,,,
Fairlay,fairlay.com,,,info@fairlay.com,,,
FARAD Cryptoken,farad.energy,https://twitter.com/faradcryptoken,,corporate@farad.energy,Wan Hasni,,
Fargocoin,fargocoin.org,https://twitter.com/fargocoin,https://fargocoin.org/#contact,,,,
Farst Coin,farstcoin.co,https://twitter.com/farstcoin,,supportcenter@farstcoin.co,,,
FastCoin,fastcoin.ca,https://twitter.com/fast_coin,,info@fastcoin.ca,,,
Feathercoin,feathercoin.com,http://twitter.com/feathercoin,,admin@feathercoin.com,,,
fidentiaX,fidentiax.com,https://twitter.com/fidentiax,https://www.fidentiax.com/#social,,Alvin Ang,,alvin.a@fidentiax.com
Filament,filament.com,https://twitter.com/filamenthq,https://filament.com/contact/,hello@filament.com,Allison Clift-Jennings,https://twitter.com/amcjen,allison@filament.com
Filecoin,filecoin.io,https://twitter.com/minefilecoin,,contact@filecoin.io,Juan Benet,https://twitter.com/juanbenet,juan.benet@filecoin.io
Finom AG,finom.io,https://twitter.com/finom_company,,hello@finom.io,Kirill Suslov,,kirill@finom.io
Finterra,finterra.org,https://twitter.com/finterra2u,https://www.finterra.org/contact/,,Mazlan Ahmad,,
Fintricity,fintricity.com,https://twitter.com/fintricity,http://www.fintricity.com/contact/,getintouch@fintricity.com,Alpesh Doshi,https://twitter.com/alpeshdoshi,alpesh.doshi@fintricity.com
First Global Credit,firstglobalcredit.com,https://twitter.com/firstglobalcred,https://www.firstglobalcredit.com/Contact-Us,support@firstglobalcredit.com,Gavin Smith,,gavin.smith@firstglobalcredit.com
FirstBlood,firstblood.io,https://twitter.com/firstbloodio,,team@firstblood.io,Joe Zhou,,joe@firstblood.io
FirstCoin,firstcoinproject.com,,,,,,
Five Cloves,fivecloves.com,https://twitter.com/fivecloves,,hr@fivecloves.com,,,
FlappyCoin,flappycoins.wordpress.com,https://twitter.com/flappycoins,https://flappycoins.wordpress.com/contact/,,,,
FlashCoin,flashcoin.io,https://twitter.com/flashcoins,,support@flashcoin.io,Chris Kitze,https://twitter.com/chriskitze,
flavorcoin radio,flavorcoinradio.com,,,flavorcoin@gmail.com,,,
FLiK,theflik.io,https://twitter.com/theflikio,,flikcoin@gmail.com,Ryan Felton,https://twitter.com/theryanfelton,
Flipside Crypto,flipsidecrypto.com,https://twitter.com/flipsidecryptod,https://flipsidecrypto.com/team-contact-us/,,Dave Balter,https://twitter.com/davebalter,dave@flipsidecrypto.com
Flitpay,flitpay.in,https://twitter.com/flitpay,,info@flitpay.in,,,
Flixxo,flixxo.com,https://twitter.com/flixxo,,info@flixxo.com,Adrián Garelik,https://twitter.com/adriangarelik,adrian@flixxo.com
Fluttercoin,fluttercoin.me,https://twitter.com/fluttercoin,,,,,
Fluz Fluz,fluzfluz.com,https://twitter.com/fluzfluz,https://fluzfluz.com/contactenos/,info@fluzfluz.com,,,
flyp.me,flyp.me,https://twitter.com/flyp_me,,hello@flyp.me,Francesco Simonetti,https://twitter.com/aboutaredhead,francesco@flyp.me
Fold,foldapp.com,https://twitter.com/fold_app,,hello@foldapp.com,Matt Luongo,https://twitter.com/mhluongo,
FoldingCoin,foldingcoin.net,https://twitter.com/foldingcoin,,rross@foldingcoin.net,Robert Ross,,rross@foldingcoin.net
Follow The Coin,followthecoin.com,http://twitter.com/followthecoin,,team@followthecoin.com,,,
FollowMyVote,followmyvote.com,https://twitter.com/followmyvote,https://followmyvote.com/contact/,,Adam Kaleb Ernest,https://twitter.com/adamkalebernest,adam@followmyvote.com
Footy Cash,beta.footycash.com,https://twitter.com/footy_cash,,,Andrew Kernosky,,
FORTUNA,fota.top,https://twitter.com/fortunablockch1,,hi@mail.fota.top,Brian Cai,,brian.cai@fota.top
Founders Capital,founderscap.co.uk,https://twitter.com/founderscap,,info@founderscap.co.uk,Julian J Kaljuvee,https://twitter.com/jkaljuvee,
Fourth Estate Public Beneft Corp,fourthestate.co,https://twitter.com/fourthestatepbc,https://www.fourthestate.co/contact-us/,info@fourthestate.co,Jeff Brown,https://twitter.com/wjeffreybrown,jeff.brown@fourthestate.co
Francs,francs.paris,https://twitter.com/francnoir,,FRNweb@openmail.cc,,,
Franko,frankos.org,http://www.twitter.com/frankocurrency,,contact@frankos.org,,,
Freebitcoins.com,freebitcoins.com,https://twitter.com/freebiebitcoins,,support@freebitcoins.com,Lukas Gilkey,,lukas@freebitcoins.com
Freicoin,freicoin.org,https://twitter.com/georgenalutero,http://www.freicoin.org/contact-us/,,,,
Fujicoin,fujicoin.org,https://twitter.com/fujicoin,,fujicoin@yahoo.com,,,
Funcoin,funcoin.io,https://www.twitter.com/func_token,,manager@funcoin.io,,,
Fund Platform,fundplatform.io,https://twitter.com/fund_platform,,info@fundplatform.io,Nikita Shevchenko,,
Fund3,fund3.co,https://twitter.com/fund3capital,,support@fund3.co,Jackson Finio,https://twitter.com/jackfinio,jack@fund3.co
Fundatia Bitcoin Romania,fundatiabitcoin.ro,,,contact(@)fundatiabitcoin.ro,,,
Funderbeam,funderbeam.com,https://twitter.com/funderbeam,,hello@funderbeam.com,Kaidi Ruusalepp,https://twitter.com/kaidiruu,
FundPlaces,fundplaces.com,https://twitter.com/fundplaces,,contact@fundplaces.com,Brian Wee,,
FundYourselfNow,fundyourselfnow.com,https://www.twitter.com/fundyourselfnow,,contact@fundyourselfnow.com,Jack Ser,,jack@fundyourselfnow.com
FunFair Technologies,funfair.io,https://twitter.com/funfairtech,,info@funfair.io,,,jez@funfair.io
Further,further.network,https://twitter.com/furthernetwork,,,Kadir Ozgur Oguz,https://twitter.com/kadirozguroguz,
Future Coin Capital,futurecoin.capital,https://twitter.com/futurecoincap,https://futurecoin.capital/contact.php,,Tyler Detmers,https://twitter.com/tylerdetmers,
Futurxe,futurxe.io,https://twitter.com/futurxe_fxe,https://futurxe.io/#contact,,,,
FYB-SG,fybsg.com,https://twitter.com/fybsg,https://fybsg.com/contact,,,,
Fysical,fysical.com,https://twitter.com/fysicalprotocol,,contact@fysical.com,Ben Smith,,ben@fysical.com
Gainfy,gainfy.com,http://www.twitter.com/gainfy,,team@gainfy.com,Victoria Saucier,http://www.twitter.com/chiefbloomer,
GAINSY,gainsy.com,https://twitter.com/gainsy_com,,support@gainsy.com,Kate Gilbert,,kate.gilbert@gainsy.com
Galactic Exchange,galacticexchange.io,,,support@galacticexchange.io,Stan Kladko,https://twitter.com/stan_kladko,stan.kladko@galacticexchange.io
GameCredits,gamecredits.com,https://twitter.com/gamecredits,https://gamecredits.com/contact,contact@gamecredits.com,Sergey Sholom,https://twitter.com/sergeysholom,sergey.sholom@gamecredits.com
Gamer Proving Grounds,gamerprovinggrounds.com,https://twitter.com/officialgpg,,affiliates@GamerProvingGrounds.com,Ryan Walsh,,
Gamerholic,gamerholic.com,https://twitter.com/gamerholic,,cs@gamerholic.com.com,Anari Sengbe,,anari@gamerholic.com
Gaming Counsel P.C.,gamingcounsel.co,https://twitter.com/gamingcounsel,,stu@gamingcounsel.co,Stuart Hoegner,https://twitter.com/gamingcounsel,stu@gamingcounsel.co
Gapcoin,gapcoin.org,https://twitter.com/gapcoin,,info@gapcoin.org,,,
GarlandHeart,garlandheart.com,https://twitter.com/garlandheart,http://www.garlandheart.com/contact/,,Brad Garland,https://twitter.com/bradgarland,brad@garlandheart.com
Garlicoin,garlicoin.io,https://twitter.com/garliccoin,,garlicoindevs@gmail.com,,,
GATCOIN,gatcoin.io,https://twitter.com/gatcoin,,chris@gatcoin.io,,,
GAY Money,gay.money,https://twitter.com/gaymoneyworld,http://www.gay.money/contact/,george@gay.money,George Lawin,,george@gay.money
Gaze Coin,gazecoin.io,https://twitter.com/gazecoin,,support@gazecoin.io,Jonny Peters,,jonny@gazecoin.io
GBCGoldCoin,gbcgoldcoin.org,,,ilusa777@yandex.ru,,,
GCN Coin,gcn.zone,https://twitter.com/greggeoghegan,,greg@greglab.com,,,
Gem,gem.co,http://twitter.com/gemhq,https://gem.co/#contact-us,,Micah Winkelspecht,https://twitter.com/winkelspecht,micah@gem.co
GenaroNetwork,genaro.network,https://twitter.com/gatcoin,,info@genaro.network,Simon Cheong,https://twitter.com/simon_k_cheong,
Genecoin,genecoin.me,http://www.twitter.com/genecoin,,genecoinme@gmail.com,,,
General Bytes,generalbytes.com,https://www.twitter.com/generalbytes,https://www.generalbytes.com/contacts/,,Karel Kyovsky,https://twitter.com/b00l,karel.kyovsky@generalbytes.com
Genesis Global Trading,genesistrading.com,https://twitter.com/genesistrading,https://genesistrading.com/about/#contact,,Michael Moro,https://twitter.com/michaelmoro,michael@genesistrading.com
Genesis Mining,genesis-mining.com,https://twitter.com/genesismining,,contact@genesis-mining.com,,,
Genesis Project,genesisproject.co,https://twitter.com/genesisprojct,http://genesisproject.co/#/contact,,Jonathan Wolinsky,https://twitter.com/jonwolinsky,
Genesis Vision,genesis.vision,https://twitter.com/genesis_vision,,support@genesis.vision,Ruslan Kamensky,,
GeoPay,geopay.co.za,https://twitter.com/geopayapp,http://geopay.co.za/index.php/contact/,info@geopay.co.za,,,
getchange.com,getchange.com,https://twitter.com/changefinance,,hello@getchange.com,Kristjan Kangro,https://twitter.com/kristjankangr0,kristjan@getchange.com
GetGems Messenger,getgems.org,https://twitter.com/getgemsorg,,info@getgems.org,Daniel Peled,,daniel@getgems.org
Geyser Dev,geysercoin.com,https://twitter.com/geysercoin_dev,http://geysercoin.com/contacts.html,GeyserCoinDev@gmail.com,,,
GHash.IO Bitcoin Mining,ghash.io,https://twitter.com/ghash_io,,webmaster@cex.io,,,
Gifto,gifto.io,https://twitter.com/gifto_io,,info@gifto.io,Andy Tian,,
Giga Watt Mining,giga-watt.com,https://twitter.com/gigawatt_mining,,support@giga-watt.com,Dave Carlson,,dave@giga-watt.com
Gildset,gildset.com,https://twitter.com/gildset_company,,contact@gildset.com,Chris Hughes,,
Glasscoin.io,glasscoin.io,https://twitter.com/glasscoindev,https://glasscoin.io/contact.php,supprty@glasscoin.io,,,
Glidera,glidera.io,https://twitter.com/gliderainc,,support@glidera.io,,,
Gliph,gli.ph,https://twitter.com/gli_ph,,support@gli.ph,,,
Global Advisors Jersey,globaladvisors.co.uk,https://twitter.com/gabijersey,http://www.globaladvisors.co.uk/#contact,info@globaladvisors.co.uk,Daniel Masters,https://twitter.com/dannylmasters,daniel.masters@globaladvisors.co.uk
Global Arena Holding,globalarenaholding.com,https://twitter.com/globalarenagahc,http://globalarenaholding.com/contact-us/,,John S. Matthews,,
Global Jobcoin,globaljobcoin.com,https://twitter.com/globaljobcoin,https://www.globaljobcoin.com/#Contact,info@globaljobcoin.com,Sanket Deshmukh,,
GLOBAL TOUR COIN,gtccoinclub.com,,http://www.gtccoinclub.com/contact.html,support@gtccoinclub.com,,,
GlobalBoost-Y,globalboost-y.com,https://twitter.com/globalboost,,,,,
GlobalToken,globaltoken.org,https://twitter.com/globaltokencoin,,management@globaltoken.org,,,
GLOBCOIN,glob-coin.com,https://twitter.com/globcoin,,client@glob-coin.com,Hélie d’Hautefort,,
GlobelMoney,globelmoney.com,https://twitter.com/globelmoney,https://www.globelmoney.com/contact/,support@globelmoney.com,Waqas ilyas,,waqas@globelmoney.com
Glosfer,glosfer.com,https://twitter.com/glosfer,http://www.glosfer.com/contact.php,glosfer@glosfer.com ,Taewon Kim,,
Gluwa,gluwa.com,https://twitter.com/gluwa,,support@gluwa.com,Tae-lim Oh,,
Gnosis,gnosis.pm,https://twitter.com/gnosispm,,info@gnosis.pm,Martin Koppelmann,https://twitter.com/koeppelmann,martin@gnosis.pm
GoCoin,gocoin.com,https://twitter.com/gocoin,,Support@GoCoin.com,Steve Beauregard,https://twitter.com/gobloqsteve,steve@gocoin.com
GoInterPay,gointerpay.com,https://twitter.com/gointerpay,https://gointerpay.com/contact,support@gointerpay.com,Carl Miller,,carl@gointerpay.com
Goinvest Miner,goinvest.xyz,https://twitter.com/goinvestminer,https://www.goinvest.xyz/pages/contact,,,,
GOLDBLOCKS,info.mygoldblocks.com,https://twitter.com/goldblockscoin,https://info.mygoldblocks.com/#contact-section,support@mygoldblocks.com,,,
GoldCoin,goldcoin.org,https://twitter.com/goldcoin,https://www.goldcoin.org/contact-us/,,,,
GoldReward,goldreward.io,https://twitter.com/goldreward_grx,,support@goldreward.io,,,
golem,golem.network,https://twitter.com/golemproject,,contact@golemproject.net,,,
Golix,golix.com,https://twitter.com/golixdotcom,,info@ob1.io,Tawanda Kembo,https://twitter.com/tkembo,tawanda@golix.com
Goodomy,goodomy.com,https://twitter.com/goodomy_token,,,Antoine Sorel Néron,https://twitter.com/verbased,
GopherCard,gophercard.com,https://twitter.com/gopherpay,http://www.gophercard.com/index.html#connect-with-us,,Tricia Lin,,tricia@gophercard.com
Grasshopper Capital,grasshopper.capital,,https://grasshopper.capital/contact-us/,,,,
Grayscale,grayscale.co,http://twitter.com/grayscaleinvest,,info@grayscale.co,Barry Silbert,https://twitter.com/barrysilbert,
GreenAddress,greenaddress.it,https://twitter.com/greenaddress,,info@greenaddress.it,Lawrence Nahum,https://twitter.com/larrybitcoin,lawrence@greenaddress.it
Greencoin,grcoin.com,https://twitter.com/grcoin,,support@grcoin.com,,,
GreenCoinX,greencoinx.com,https://twitter.com/greencoinx,,info@GreenCoinX.com,Daniel Wettreich,,
Grid+,gridplus.io,https://twitter.com/gridplus_energy,,manli@gridplus.io,Mark Dagostino,https://twitter.com/mark_dago,mark@gridplus.io
GridcoinNetwork,gridcoin.us,https://twitter.com/gridcoinnetwork,,contact@gridcoin.us,,,
Groestlcoin,groestlcoin.org,https://twitter.com/groestlcointeam,https://www.groestlcoin.org/#contact,,,,
Growers Intl.,growersintl.com,https://twitter.com/growersintl,,growersintl@gmail.com,,,
Gulden,gulden.com,https://twitter.com/gulden,,support@gulden.com,,,
GUTS Tickets,guts.tickets,https://twitter.com/gutstickets,,jobs@guts.tickets,Maarten Bloemers,https://twitter.com/maartenbloemers,maarten@guts.tickets
Gyft,gyft.com,https://twitter.com/gyft,https://www.gyft.com/contact-us/,,Vinny Lingham,https://twitter.com/vinnylingham,
Gymcoins,http://gymcoins.io/,,http://gymcoins.io/#contact,,Kishan Modha,,kishan.modha@gymcoins.io
H.cash,h.cash,https://twitter.com/hcashofficial,,info@h.cash,Dallas Brooks,,dallas.brooks@h.cash
HaasOnline Software,haasonline.com,https://twitter.com/haasonline1,https://www.haasonline.com/contact/,career@haasonline.com,Stephan De Haas,,
Hacken,hacken.io,https://twitter.com/hacken_io,,support@hacken.io,Dmytro Budorin,https://twitter.com/buda_kyiv,
Hackspace Capital,hackspace.capital,https://twitter.com/hackspacecap,,support@hackspace.capital,,,
HalalChain,hlc.com,https://www.twitter.com/halalchain,,info@hlc.com,Sultan Al Howymel,,sultan@hlc.com
Hanza,augustagroup.net,https://twitter.com/augustagrouppro,http://www.augustagroup.net/contact.html,,,,
HaoBTC,haobtc.com,https://twitter.com/haobtc,,support@haobtc.com,Wu Gang,,
happycoin,happycointech.org,https://twitter.com/happycoin5,,info@happycoin5.org,Phatchaphume Vittiyakorn Wannapuek,,
Harbor,harbor.com,https://www.twitter.com/harbor,,partnerships@harbor.com,Bob Remeika,https://twitter.com/foobarfighter,bob@harbor.com
Harvest Coin,harvestcoin.org,https://twitter.com/harvestmncoin,,info@harvestcoin.org,,,
HashRabbit,hashrabbit.co,https://twitter.com/hashrabbitco,,hello@hashrabbit.co,Chris Shepherd,https://twitter.com/cshphrd,chris@hashrabbit.co
HashTrust,hashtrust.com,https://twitter.com/hashtrust,,contact@hashtrust.com,,,
HealthyWorm.com,healthyworm.com,https://twitter.com/healthywormcoin,,sales@healthyworm.com,,,
Heat Ledger,heatledger.com,https://twitter.com/heatcrypto,,,Svante Lehtinen,,svante@heatledger.com
Hedge,hedge-crypto.com,,https://hedge-crypto.com/contact/,,Luka Gubo,https://twitter.com/lukagubo,
Helix Capital,helix.capital,https://twitter.com/helixdotcapital,,andreas@helix.capital,Andreas Brekken,https://twitter.com/abrkn,andreas@helix.capital
Helleniccoin,helleniccoin.org,https://twitter.com/helleniccoin,http://www.helleniccoin.org/Hellenic-Coin/index.php/contact,,,,
Hellobit,hellobit.com,,,support@hellobit.com,,,
HelloGold,hellogold.com,https://twitter.com/myhellogold,,hello@hellogold.com,Robin Lee,https://twitter.com/rcfl1967,robin@hellogold.com
Helperbit,helperbit.com,https://twitter.com/helperbit,https://app.helperbit.com/about#contact,info@helperbit.com,Guido Baroncini Turr,https://twitter.com/surdivox,guido@helperbit.com
Hemp Coin,hempcoin.org,https://twitter.com/thehempcoin,,dev@hempcoin.org,,,
Hero,herocoin.io,https://twitter.com/herocoinio,,info@herocoin.io,Paul Polterauer,https://twitter.com/p4poulsson,
Hijro,hijro.com,https://twitter.com/hijro,,hello@hijro.com,Lamar Wilson,,lamar@hijro.com
HIVE Blockchain,hiveblockchain.com,https://twitter.com/hiveblockchain,https://www.hiveblockchain.com/contact/,info@hiveblockchain.com,,,
Hive Project,hive-project.net,https://twitter.com/hiveproject_net,,info@hive-project.net,Jure Soklic,https://twitter.com/jure_soklic,jure@hive-project.net
HMS Global,hms.io,https://twitter.com/hmscommunity,,business@hms.io,,,
HoboNickels,hobonickels.info,https://twitter.com/hobonickels_hbn,,hbn@hobonickels.info,,,
Hodl Bucks,hodlbucks.com,https://twitter.com/hodlbucks,,,,,
HOdlcoin,hodlcoin.com,https://twitter.com/hodlcoin,,dev@hempcoin.org,,,
Hollywoodcoin,hollywoodcoin.us,https://twitter.com/hollywood_coin,,info@hollywoodcoin.us,,,
HolyTransaction,holytransaction.com,https://twitter.com/holytransaction,,support@holytransaction.com,Francesco Simonetti,https://twitter.com/aboutaredhead,francesco@holytransaction.com
Horizon State,horizonstate.com,https://twitter.com/horizonstate,,inbox@horizonstate.com,Jamie Skella,https://twitter.com/jamieskella,jamie.skella@horizonstate.com
Horyzon,horyzon.co,https://twitter.com/horyzonco,,j@horyzon.co,,,
HPB Blockchain,gxn.io,https://twitter.com/hpb_global,,hpb@gxn.io,Wang Xiaoming,,wang@gxn.io
HTMLCOIN,htmlcoin.com,https://twitter.com/htmlcoin,https://htmlcoin.com/contact-us/,,Zac Smith,,zsmith@htmlcoin.team
hubii network,hubii.network,https://twitter.com/hubiinetwork,,info@hubii.com,Jacobo Toll-Messia,https://twitter.com/mapournews,
HubX,hubx.io,https://twitter.com/hubx_io,https://www.hubx.io/support,janos@HubX.io,,,
Humaniq,humaniq.com,https://twitter.com/humaniq,,info@humaniq.com,Alex Fork,,alex@humaniq.com
Hungry Coin,hungrycoin.net,,,info@hunrgycoin.net,,,
Hush,myhush.org,https://twitter.com/myhushteam,,contact@myhush.org,Jonathan Leto,https://twitter.com/dukeleto,duke@myhush.org
hyperledger,hyperledger.org,https://twitter.com/hyperledger,,info@hyperledger.org,Brian Behlendorf,https://twitter.com/brianbehlendorf,
HyperPay,hyperpay.tech,https://twitter.com/hyperpay_tech,http://hyperpay.tech/support,,Jacob,,
Hyperstake,hyperstake.io,https://twitter.com/hyperstake,,info@hyperstake.io,,,
Hypr,hypr.com,https://twitter.com/hyprcorp,,getsecured@hypr.com,George Avetisov,,george@hypr.com
iBTC,ibtctoken.com,https://twitter.com/ibtctoken,,info@ibtctoken.com,,,
ICObox,icos.icobox.io,http://twitter.com/icobox_io,,support@icobox.io,Alex Moskovski,https://twitter.com/mskvsk,alex@icobox.io
ICON,icon.foundation,https://twitter.com/helloiconworld,,hello@icon.foundation,,,
Iconic,iconicproject.com,https://twitter.com/iconictoken,,,,,
ICONIUM,iconium.it,,,contact@iconium.it,,,
ICONOMI,iconomi.net,https://twitter.com/iconominet,https://iconomi.zendesk.com/hc/en-us/requests/new,,Tim M. Zagar,https://twitter.com/wwwmz,tim@iconomi.net
ICOO.io,icoo.io,http://twitter.com/icoo_io,,ronny@ccedk.com,,,
ICOToday,icotoday.io,https://twitter.com/icotoday_io,,team@icotoday.io,,,
ICOVend,icovend.com,https://www.twitter.com/icovend,,info@icovend.com,Raúl López,https://twitter.com/raullopezgn,raul@icovend.com
IdentityMind Global,identitymindglobal.com,https://twitter.com/identitymind,https://www.identitymindglobal.com/identity-mind-global-contact,,Garrett Gafke,https://twitter.com/garrett_gafke,
IDEO CoLab,ideocolab.com,https://twitter.com/ideocolab,,colab@ideo.com,Joe Gerber,https://twitter.com/joe__gerber,
IDNI,idni.org,,,ohad@idni.org,Ohad May,,ohad@idni.org
iEthereum,iethereum.trade,https://twitter.com/iethereum,,vitalik@iethereum.trade,,,
iExec,iex.ec,https://twitter.com/iex_ec,https://iex.ec/contact/,contact@iex.ec,Gilles Fedak,https://twitter.com/gilfedak,gf@iex.ec
Ignition Coin,ignitioncoin.org,,,,,,
Imusify,imusify.com,https://twitter.com/imusify,,info@imusify.com,,,
Incent,incentloyalty.com,https://twitter.com/incentloyalty,https://www.incentloyalty.com/contact.html,,Jins Kaduthodil,https://twitter.com/mrjk_,jins@incentloyalty.com
indaHash,indahash.com,https://twitter.com/indahash,https://indahash.com/contact,support@indahash.com,David Saunders,,david.saunders@indahash.com
Indorse,indorse.io,https://twitter.com/joinindorse,,help@indorse.io,Gaurang Torvekar,https://twitter.com/gaurangtorvekar,gaurang@indorse.io
Indorse,indorse.io,https://twitter.com/joinindorse,,help@indorse.io,Gaurang Torvekar,https://twitter.com/gaurangtorvekar,gaurang@indorse.io
Infinity,oneinfinity.io,https://twitter.com/one_infinity,https://www.oneinfinity.io/contact/,,Arya Sharma,,arya@oneinfinity.io
Infinity Blockchain Labs,blockchainlabs.asia,https://twitter.com/blockchainlabs1,https://www.blockchainlabs.asia/contact/,info@blockchainlabs.asia,Junya Yamamoto,,yamamoto@blockchainlabs.asia
Infinity Economics,web.infinity-economics.org,https://twitter.com/xin_foundation,,webmaster@infinity-economics.org,,,
Ink Labs Foundation,ink.one,https://twitter.com/inklabsfound,,foundation@ink.one,Walter Komarek,https://twitter.com/komarglobal,
Innova Coin,innovacoin.info,https://twitter.com/innovacoin,,,,,
Inpay,inpay.pl,https://twitter.com/inpayto,,support@inpay.pl,Lech Wilczynski,https://twitter.com/doctorlex,nlech.wilczynski@inpay.pl
INS Ecosystem,ins.world,https://twitter.com/ins_ecosystem,,support@ins.world,Peter Fedchenkov,https://twitter.com/pfedchen,
Insane,insanecoin.com,https://twitter.com/insanecoin/,,admin@insanecoin.com,,,
Inside Bitcoin,inside.com,https://twitter.com/inside,,contact@inside.com,Jason Calacanis,,jason@inside.com
InsideBitcoins,insidebitcoins.com,https://twitter.com/insidebitcoins,http://insidebitcoins.com/contact-us,info@3drholdings.com,,,
InsurePal,insurepal.io,https://twitter.com/insurepal_io,,info@insurepal.io,Matt Peterman,https://twitter.com/mtjpeterman,
Intense,intensecoin.com,https://twitter.com/intensecoin,https://intensecoin.com/#contact,,Vladimir Jirasek,https://twitter.com/vjirasek,
Internxt,internxt.io,https://twitter.com/internxt_io,,hello@internxt.io,Fran Villalba Segarra,https://twitter.com/fvsegarra,
Intl. Blockchain Real Estate Assn.,ibtcrea.org,https://twitter.com/ibrea_org,http://www.ibtcrea.org/contact/,,Ragnar Lifthrasir,https://twitter.com/ragnarly,ragnar@ibtcrea.org
Intrepid Ventures,intrepid.ventures,https://twitter.com/theintrepidteam,,invest@intrepid.ventures,Zachary Piester,https://twitter.com/zachpiester,
Invacio,invacio.com,https://twitter.com/invacio,,hello@invacio.com,William J D West,https://twitter.com/williamjdwest,wjdw@invacio.com
Investabit,investabit.com,https://twitter.com/investabithq,https://www.investabit.com/#contact,,Aaron Samsonoff,https://twitter.com/aaronsamsonoff,aaron@investabit.com
investFeed,investfeed.com,https://twitter.com/investfeed,,info@investfeed.com,Ronald Chernesky,https://twitter.com/cherneskyronald,ron@investfeed.com
Investofy,investofy.com,https://twitter.com/investofy,https://investofy.com/contact/,,,,
InvizBox,invizbox.com,https://twitter.com/invizbox,https://support.invizbox.com/hc/en-us/requests/new,,Paul Canavan,,paul@invizbox.com
iodigital.io,iodigital.io,https://twitter.com/io_coin,https://iodigital.io/contact-us/,,Moe Levin,,
ionomy,ionomy.com,https://twitter.com/ionomics,,support@ionomy.com,Adam Matlack,https://twitter.com/adammatlack,adam@ionomy.com
IOStoken,iost.io,https://twitter.com/iostoken,,team@iost.io,Terrence Wang,,terrence@iost.io
IoT Chain,iotchain.io,https://twitter.com/iot_chain,,support@iotchain.io,Lyu Xinhao,https://twitter.com/rain_peter,lyu@iotchain.io
IP Chain,ipcchain.org,https://twitter.com/ipchainglobal,,service@ipcchain.org,,,
iprotus,iprotus.ch,https://twitter.com/i_protus,,contact@iprotus.com,Søren Fog,https://twitter.com/sorenfog,
IRIS Payment Solutions,irispay.io,,,ceo@irispay.io,,,
IrishCoin,irishcoin.org,http://www.twitter.com/irishcoin,,eire@irishcoin.info,Sean Hyland,,
iSolve.io,isolve.io,https://twitter.com/isolveio,http://isolve.io/contact-us/,info@iSolve.io,Gordon Tampol,https://twitter.com/gordontampol,
IT Itch,ititch.com,,https://ititch.com/billing/submitticket.php?step=2&deptid=1,,,,
itBit,itbit.com,https://twitter.com/itbit,https://www.itbit.com/contactus,help@itBit.com,Chad Cascarilla,https://twitter.com/chadcascarilla,
ITT_Token,intelligenttrading.org,http://twitter.com/itt_token,http://intelligenttrading.org/contact/,,Thomas Counsell,,
IUNGO Network,iungo.network,https://twitter.com/iungonetwork,,,Ričardas Bernotavičius,,
iXledger,ixledger.com,https://twitter.com/ixledger,https://www.ixledger.com/contact/,info@ixledger.com,Ingemar Svensson,https://twitter.com/ingemar_hf,ingemar.svensson@ixledger.com
Janus,janustoken.com,https://twitter.com/janus_token,,contact@janustoken.com,Bjorn Janus,,bjorn@janustoken.com
JavaScript Token,jschain.io,https://twitter.com/js_chain,,javascriptchain@yahoo.com,,,
Jaxx,jaxx.io,https://twitter.com/jaxx_io,,info@jaxx.io,Anthony Diiorio,https://twitter.com/diiorioanthony,anthony@jaxx.io
Jetcoin,jetcoininstitute.com,https://twitter.com/jetcoins,,,Eric Alexandre,,eric@jetcoininstitute.com
JIC StarCube,jic.cz,https://twitter.com/jic_brno,,jic@jic.cz,Petr Chládek,https://twitter.com/petrchladek,
Jingtum Tech,www.jingtum.com,https://twitter.com/jingtum_tech,,zhangpei@jingtum.com,,,
Jolly Bitcoin,jollybitcoin.com,,http://jollybitcoin.com/contact/,dwernerconsulting@gmail.com,,,
JoyStream,joystream.co,https://twitter.com/joystreamapp,,bedeho.mender@gmail.com,,,
Jump Software,jumpsoftware.co.za,,,hello@myvigo.co,,,
Kaiko,kaiko.com,https://twitter.com/kaikodata,https://www.kaiko.com/pages/contact,hello@kaiko.com,Pascal Gauthier,https://twitter.com/pascal_gau,pascal@kaiko.com
Karbo,karbo.io,https://twitter.com/krbcoin,,krbcoin@ukr.net,,,
Karma,karma.red,https://twitter.com/karmablockchain,,hello@karma.red,George Goognin,https://twitter.com/georgegoognin,
Karmacoin,givekarma.net,https://twitter.com/_karmateam_,,support@givekarma.net,,,
Katalyst.ph,katalyst.ph,https://twitter.com/katalystph,http://www.katalyst.ph/contact/,hello@katalyst.ph,Joe Maristela,,
Kattare Internet Services,kattare.com,,,support@kattare.com,Ethan Burnside,,burnside@kattare.com
KAYI,https://www.xn--kay-lua.net/,https://twitter.com/kayicoin,,support@kayi.net,,,
Kecana,kecana.com,,,info@kecana.com,Noam Smetana,https://twitter.com/smetananoam,noam@kecana.com
KeeeX,keeex.me,https://twitter.com/keeex,,contact@keeex.net,,,
